timestamp,Robin_education_Julius,Robin_education_Billi,Moose_education_Ricardo,Robin_office_Maryann,Robin_office_Antonina,is_weekend
2016-01-02 05:00:00,253.2,16.4,261.1197,216.0,329.1,1
2016-01-02 06:00:00,256.0,16.8,263.0391,213.2,331.3,1
2016-01-02 07:00:00,260.0,17.7,268.3197,208.3,340.2,1
2016-01-02 08:00:00,262.8,27.0,273.6002,217.1,353.0,1
2016-01-02 09:00:00,268.0,43.9,270.7197,217.7,344.3,1
2016-01-02 10:00:00,269.4,43.3,272.1613,220.9,351.8,1
2016-01-02 11:00:00,267.4,45.4,269.7613,218.5,356.5,1
2016-01-02 12:00:00,265.8,43.6,270.7197,215.0,366.7,1
2016-01-02 13:00:00,266.4,44.0,268.3197,214.4,362.7,1
2016-01-02 14:00:00,265.8,43.9,275.5197,215.9,372.9,1
2016-01-02 15:00:00,269.6,43.0,267.3613,216.5,360.6,1
2016-01-02 16:00:00,272.6,42.7,270.7197,212.0,360.8,1
2016-01-02 17:00:00,273.2,43.5,275.5197,220.5,359.9,1
2016-01-02 18:00:00,272.2,34.2,262.5613,217.0,355.3,1
2016-01-02 19:00:00,273.8,17.3,259.6808,215.1,350.4,1
2016-01-02 20:00:00,266.8,17.8,261.6002,217.4,337.9,1
2016-01-02 21:00:00,259.2,17.0,255.8391,216.2,332.0,1
2016-01-02 22:00:00,254.8,16.4,254.4002,213.1,327.4,1
2016-01-02 23:00:00,256.2,16.6,257.2808,225.0,325.8,1
2016-01-03 00:00:00,255.2,17.4,251.0391,217.9,319.4,1
2016-01-03 01:00:00,254.2,16.5,248.1613,218.6,319.3,1
2016-01-03 02:00:00,255.2,16.4,253.4391,223.1,319.2,1
2016-01-03 03:00:00,259.8,17.0,254.4002,224.7,319.7,1
2016-01-03 04:00:00,255.8,16.2,255.3613,221.9,316.3,1
2016-01-03 05:00:00,262.0,15.9,257.2808,226.7,317.8,1
2016-01-03 06:00:00,262.2,16.3,259.6808,231.8,324.1,1
2016-01-03 07:00:00,265.4,16.8,266.8808,217.7,332.6,1
2016-01-03 08:00:00,265.4,16.1,267.3613,220.9,340.0,1
2016-01-03 09:00:00,269.6,16.2,267.8391,216.6,344.2,1
2016-01-03 10:00:00,271.2,16.3,263.5197,216.9,349.7,1
2016-01-03 11:00:00,274.8,18.5,269.2808,218.8,348.6,1
2016-01-03 12:00:00,273.0,18.9,274.5613,219.4,359.7,1
2016-01-03 13:00:00,270.8,17.6,272.6391,217.4,351.6,1
2016-01-03 14:00:00,269.6,19.1,271.6808,210.9,352.4,1
2016-01-03 15:00:00,272.4,18.3,273.6002,218.6,361.9,1
2016-01-03 16:00:00,274.4,17.8,278.8808,223.4,359.1,1
2016-01-03 17:00:00,277.8,17.7,272.6391,222.7,358.4,1
2016-01-03 18:00:00,274.2,20.3,264.0002,222.3,350.0,1
2016-01-03 19:00:00,275.8,18.6,264.4808,223.0,339.1,1
2016-01-03 20:00:00,264.0,18.0,267.3613,223.2,331.3,1
2016-01-03 21:00:00,253.6,18.0,266.8808,225.0,328.9,1
2016-01-03 22:00:00,254.4,17.4,264.4808,223.1,323.2,1
2016-01-03 23:00:00,253.6,19.6,265.9197,218.7,327.2,1
2016-01-04 00:00:00,237.8,19.1,269.2808,212.1,351.7,0
2016-01-04 01:00:00,233.8,15.7,266.4002,215.3,339.0,0
2016-01-04 02:00:00,223.0,15.9,267.8391,214.6,342.3,0
2016-01-04 03:00:00,223.2,16.4,271.6808,213.6,339.0,0
2016-01-04 04:00:00,223.2,16.3,310.0808,215.3,340.9,0
2016-01-04 05:00:00,223.6,19.8,334.5614,222.4,341.4,0
2016-01-04 06:00:00,249.2,29.6,345.6003,237.1,368.7,0
2016-01-04 07:00:00,283.6,30.6,374.4003,241.0,391.5,0
2016-01-04 08:00:00,333.6,38.2,396.9614,260.7,427.0,0
2016-01-04 09:00:00,376.0,57.6,416.1614,266.6,459.9,0
2016-01-04 10:00:00,444.4,61.2,409.9198,286.2,510.9,0
2016-01-04 11:00:00,468.4,66.7,405.6003,290.4,526.1,0
2016-01-04 12:00:00,480.0,69.0,416.6392,284.5,540.4,0
2016-01-04 13:00:00,482.2,72.2,411.3614,283.8,538.0,0
2016-01-04 14:00:00,464.2,68.1,412.3198,278.1,540.6,0
2016-01-04 15:00:00,463.8,69.3,398.8809,285.6,540.4,0
2016-01-04 16:00:00,479.4,68.8,381.6003,279.4,528.5,0
2016-01-04 17:00:00,423.8,65.6,371.0392,268.2,496.6,0
2016-01-04 18:00:00,372.0,53.2,338.8808,241.6,453.8,0
2016-01-04 19:00:00,315.2,31.4,316.3197,223.2,419.2,0
2016-01-04 20:00:00,287.4,26.8,314.4003,220.8,402.9,0
2016-01-04 21:00:00,259.6,22.6,280.8002,217.2,382.0,0
2016-01-04 22:00:00,253.2,20.6,279.3613,217.2,376.8,0
2016-01-04 23:00:00,248.8,22.6,274.5613,213.4,367.7,0
2016-01-05 00:00:00,256.0,24.0,277.4391,204.9,351.7,0
2016-01-05 01:00:00,250.0,22.4,280.8002,209.4,347.3,0
2016-01-05 02:00:00,248.2,20.4,276.4808,218.2,347.9,0
2016-01-05 03:00:00,243.8,21.5,274.5613,218.0,345.8,0
2016-01-05 04:00:00,246.6,19.2,313.4391,218.6,348.1,0
2016-01-05 05:00:00,248.6,19.1,344.1614,222.9,352.2,0
2016-01-05 06:00:00,292.4,29.5,369.1197,236.7,369.2,0
2016-01-05 07:00:00,336.4,36.5,386.4003,237.2,403.3,0
2016-01-05 08:00:00,404.6,38.6,408.4809,246.2,427.6,0
2016-01-05 09:00:00,431.2,56.3,426.2392,257.9,469.7,0
2016-01-05 10:00:00,468.8,63.8,431.0392,280.3,500.9,0
2016-01-05 11:00:00,493.8,71.4,431.5198,287.1,514.9,0
2016-01-05 12:00:00,522.0,69.7,432.4809,303.1,515.2,0
2016-01-05 13:00:00,495.8,72.1,428.6392,294.5,520.6,0
2016-01-05 14:00:00,482.0,73.4,430.5615,289.7,514.5,0
2016-01-05 15:00:00,491.6,75.7,414.7198,296.8,510.9,0
2016-01-05 16:00:00,473.2,74.7,402.2392,276.8,498.1,0
2016-01-05 17:00:00,443.8,71.1,379.2003,264.5,491.8,0
2016-01-05 18:00:00,391.6,54.9,344.1614,240.3,454.9,0
2016-01-05 19:00:00,335.0,32.2,331.2003,221.2,423.3,0
2016-01-05 20:00:00,296.6,25.7,317.2808,214.8,396.8,0
2016-01-05 21:00:00,269.4,20.6,285.1197,206.9,381.0,0
2016-01-05 22:00:00,267.2,18.9,282.2391,205.5,370.5,0
2016-01-05 23:00:00,263.8,21.7,281.7613,201.8,366.6,0
2016-01-06 00:00:00,266.8,32.4,281.7613,211.3,360.6,0
2016-01-06 01:00:00,263.8,21.5,280.3197,202.4,356.9,0
2016-01-06 02:00:00,261.0,20.3,273.1197,205.8,354.3,0
2016-01-06 03:00:00,260.8,20.2,274.0808,205.3,352.9,0
2016-01-06 04:00:00,260.6,20.7,311.5197,204.1,353.4,0
2016-01-06 05:00:00,265.8,19.3,334.5614,207.7,355.8,0
2016-01-06 06:00:00,303.0,29.9,347.5197,223.4,380.7,0
2016-01-06 07:00:00,330.0,34.0,372.0003,228.8,417.8,0
2016-01-06 08:00:00,349.0,37.5,387.8392,247.0,429.8,0
2016-01-06 09:00:00,441.4,58.9,416.1614,262.7,456.6,0
2016-01-06 10:00:00,497.0,76.7,418.5614,288.0,479.9,0
2016-01-06 11:00:00,514.8,78.0,420.9614,295.8,507.1,0
2016-01-06 12:00:00,541.4,75.7,414.2392,300.6,507.2,0
2016-01-06 13:00:00,525.6,75.5,409.9198,313.8,508.3,0
2016-01-06 14:00:00,499.0,75.7,413.2809,305.0,506.1,0
2016-01-06 15:00:00,516.4,77.9,396.0003,303.1,500.1,0
2016-01-06 16:00:00,509.8,76.9,382.5614,301.7,486.7,0
2016-01-06 17:00:00,467.4,70.5,366.2392,288.0,470.1,0
2016-01-06 18:00:00,413.4,61.4,330.7197,252.1,441.2,0
2016-01-06 19:00:00,348.4,50.3,315.3614,235.3,426.6,0
2016-01-06 20:00:00,316.8,44.9,292.8002,225.4,404.6,0
2016-01-06 21:00:00,292.6,35.4,268.3197,218.2,392.0,0
2016-01-06 22:00:00,282.8,34.5,271.6808,215.9,386.5,0
2016-01-06 23:00:00,276.4,37.1,269.7613,213.3,379.7,0
2016-01-07 00:00:00,280.6,37.9,264.0002,215.7,363.4,0
2016-01-07 01:00:00,267.8,37.1,265.9197,209.2,373.5,0
2016-01-07 02:00:00,267.2,35.8,265.4391,211.7,375.4,0
2016-01-07 03:00:00,260.8,35.3,267.8391,211.7,373.2,0
2016-01-07 04:00:00,261.6,35.7,302.8808,209.6,370.2,0
2016-01-07 05:00:00,266.2,37.2,326.8808,216.6,375.7,0
2016-01-07 06:00:00,296.0,42.4,336.4808,225.2,381.8,0
2016-01-07 07:00:00,328.2,50.2,367.2003,230.2,419.6,0
2016-01-07 08:00:00,422.0,49.8,398.4003,250.7,436.7,0
2016-01-07 09:00:00,449.4,64.2,416.6392,263.8,466.6,0
2016-01-07 10:00:00,483.6,77.9,420.0003,286.9,497.4,0
2016-01-07 11:00:00,511.2,83.6,415.6809,300.4,521.1,0
2016-01-07 12:00:00,521.4,83.5,423.3614,305.2,524.7,0
2016-01-07 13:00:00,558.8,82.8,417.1198,312.8,524.0,0
2016-01-07 14:00:00,525.4,81.3,418.0809,314.1,512.9,0
2016-01-07 15:00:00,515.4,81.3,397.4392,303.3,513.5,0
2016-01-07 16:00:00,509.2,78.2,383.5198,302.7,499.0,0
2016-01-07 17:00:00,485.4,74.7,358.0808,284.6,481.3,0
2016-01-07 18:00:00,430.8,63.4,324.9614,265.6,451.0,0
2016-01-07 19:00:00,370.6,52.7,306.2391,236.2,424.5,0
2016-01-07 20:00:00,333.8,47.7,303.3614,230.1,406.7,0
2016-01-07 21:00:00,302.4,37.0,279.8391,226.6,388.9,0
2016-01-07 22:00:00,303.2,33.8,272.6391,223.1,374.9,0
2016-01-07 23:00:00,298.4,36.4,269.2808,223.7,367.1,0
2016-01-08 00:00:00,271.6,35.5,272.1613,214.0,362.0,0
2016-01-08 01:00:00,274.2,34.3,270.2391,221.7,368.5,0
2016-01-08 02:00:00,284.6,35.7,266.4002,222.7,362.8,0
2016-01-08 03:00:00,273.4,33.8,266.8808,224.5,363.6,0
2016-01-08 04:00:00,276.2,35.1,308.1614,215.1,369.1,0
2016-01-08 05:00:00,274.2,33.5,334.5614,223.9,367.5,0
2016-01-08 06:00:00,306.0,43.9,346.0808,238.3,389.7,0
2016-01-08 07:00:00,383.0,49.1,369.1197,241.6,423.2,0
2016-01-08 08:00:00,453.2,50.7,391.6809,258.6,437.4,0
2016-01-08 09:00:00,471.4,58.6,410.4003,277.8,459.0,0
2016-01-08 10:00:00,514.0,67.5,408.9614,301.1,500.7,0
2016-01-08 11:00:00,550.0,70.8,408.4809,304.9,517.2,0
2016-01-08 12:00:00,557.0,71.4,406.0809,308.1,529.1,0
2016-01-08 13:00:00,562.4,74.4,406.0809,303.7,526.4,0
2016-01-08 14:00:00,536.0,70.1,406.0809,301.0,532.6,0
2016-01-08 15:00:00,542.8,71.4,391.2003,296.4,511.5,0
2016-01-08 16:00:00,509.6,69.7,381.1197,287.4,508.4,0
2016-01-08 17:00:00,481.4,67.5,364.3197,274.9,486.8,0
2016-01-08 18:00:00,430.6,62.6,318.2391,240.1,457.9,0
2016-01-08 19:00:00,364.2,50.8,302.4002,221.3,432.4,0
2016-01-08 20:00:00,323.2,43.2,278.8808,215.5,408.8,0
2016-01-08 21:00:00,276.6,37.5,263.0391,209.1,396.1,0
2016-01-08 22:00:00,272.6,33.8,260.6391,207.4,386.3,0
2016-01-08 23:00:00,272.0,37.2,256.8002,204.1,374.3,0
2016-01-09 00:00:00,293.6,34.7,256.3196,205.2,357.3,1
2016-01-09 01:00:00,288.2,37.0,258.2391,204.1,365.3,1
2016-01-09 02:00:00,282.8,32.3,263.0391,204.8,361.3,1
2016-01-09 03:00:00,281.4,32.6,257.2808,206.4,361.5,1
2016-01-09 04:00:00,290.2,34.3,260.6391,207.9,362.0,1
2016-01-09 05:00:00,292.8,28.9,265.9197,208.4,361.7,1
2016-01-09 06:00:00,287.2,31.0,267.3613,216.3,365.9,1
2016-01-09 07:00:00,291.6,30.0,270.7197,210.1,378.9,1
2016-01-09 08:00:00,301.2,34.3,279.3613,213.6,394.1,1
2016-01-09 09:00:00,297.0,42.2,285.1197,210.3,399.2,1
2016-01-09 10:00:00,299.0,47.0,277.9197,215.2,403.6,1
2016-01-09 11:00:00,299.8,48.6,275.0391,211.7,401.4,1
2016-01-09 12:00:00,303.6,52.9,278.4002,211.6,403.5,1
2016-01-09 13:00:00,307.2,52.9,279.8391,215.4,400.7,1
2016-01-09 14:00:00,310.0,55.1,278.4002,212.2,399.8,1
2016-01-09 15:00:00,306.8,55.7,277.4391,215.6,406.9,1
2016-01-09 16:00:00,302.6,55.2,275.0391,217.0,415.2,1
2016-01-09 17:00:00,308.2,53.9,276.9613,216.8,409.4,1
2016-01-09 18:00:00,312.0,48.7,265.9197,216.0,401.0,1
2016-01-09 19:00:00,301.2,36.0,262.5613,214.1,393.6,1
2016-01-09 20:00:00,296.2,32.9,265.4391,202.5,382.6,1
2016-01-09 21:00:00,292.6,34.0,261.1197,204.2,374.5,1
2016-01-09 22:00:00,299.4,31.7,261.6002,207.3,368.6,1
2016-01-09 23:00:00,294.2,30.8,259.6808,206.8,361.6,1
2016-01-10 00:00:00,289.2,30.5,261.6002,205.6,358.2,1
2016-01-10 01:00:00,288.8,32.9,261.1197,206.5,352.3,1
2016-01-10 02:00:00,289.4,32.2,259.6808,209.4,352.3,1
2016-01-10 03:00:00,288.8,30.1,262.5613,211.2,347.8,1
2016-01-10 04:00:00,286.4,30.6,264.9613,211.0,351.7,1
2016-01-10 05:00:00,288.0,29.3,264.0002,211.4,350.7,1
2016-01-10 06:00:00,295.4,30.9,271.2002,209.8,352.7,1
2016-01-10 07:00:00,293.8,30.3,276.0002,208.6,358.3,1
2016-01-10 08:00:00,302.4,30.7,274.5613,208.5,364.8,1
2016-01-10 09:00:00,315.0,30.8,275.5197,209.9,374.7,1
2016-01-10 10:00:00,311.4,32.3,281.7613,212.8,373.2,1
2016-01-10 11:00:00,311.8,31.4,282.7197,205.0,376.0,1
2016-01-10 12:00:00,306.0,31.8,280.3197,209.6,385.7,1
2016-01-10 13:00:00,297.6,31.1,278.8808,214.5,381.2,1
2016-01-10 14:00:00,307.8,33.6,275.5197,212.3,391.5,1
2016-01-10 15:00:00,311.8,31.5,276.4808,210.2,387.7,1
2016-01-10 16:00:00,318.2,33.4,273.6002,213.1,384.9,1
2016-01-10 17:00:00,313.2,33.2,274.5613,209.8,387.9,1
2016-01-10 18:00:00,311.2,34.5,259.2002,211.0,387.9,1
2016-01-10 19:00:00,304.6,33.7,261.1197,210.4,381.9,1
2016-01-10 20:00:00,300.0,33.7,258.2391,210.3,371.5,1
2016-01-10 21:00:00,292.6,32.2,266.4002,207.0,365.8,1
2016-01-10 22:00:00,284.2,30.6,265.4391,206.2,367.6,1
2016-01-10 23:00:00,283.4,30.0,266.4002,206.0,364.1,1
2016-01-11 00:00:00,275.2,37.6,268.8002,210.6,362.7,0
2016-01-11 01:00:00,255.6,30.6,267.8391,201.5,356.9,0
2016-01-11 02:00:00,255.6,30.4,262.5613,203.4,352.5,0
2016-01-11 03:00:00,252.0,29.3,265.4391,205.6,357.1,0
2016-01-11 04:00:00,250.4,29.3,300.4808,205.0,358.0,0
2016-01-11 05:00:00,251.2,32.8,332.1614,209.8,364.1,0
2016-01-11 06:00:00,290.2,46.6,346.5614,223.8,377.9,0
2016-01-11 07:00:00,330.4,52.9,377.2809,231.5,421.1,0
2016-01-11 08:00:00,412.4,55.1,389.2809,251.7,443.4,0
2016-01-11 09:00:00,456.4,67.7,397.9198,270.7,481.0,0
2016-01-11 10:00:00,489.6,77.8,411.8392,305.6,514.8,0
2016-01-11 11:00:00,542.0,83.4,416.6392,324.9,530.4,0
2016-01-11 12:00:00,557.8,83.6,420.4809,326.0,536.5,0
2016-01-11 13:00:00,575.2,87.4,416.1614,319.6,535.8,0
2016-01-11 14:00:00,554.4,86.6,408.9614,318.5,534.7,0
2016-01-11 15:00:00,555.4,85.7,399.3614,317.1,533.3,0
2016-01-11 16:00:00,539.0,82.1,386.4003,308.3,524.0,0
2016-01-11 17:00:00,512.4,81.0,365.2808,299.8,501.7,0
2016-01-11 18:00:00,447.2,72.6,325.9197,271.8,461.5,0
2016-01-11 19:00:00,380.2,54.0,315.8391,250.4,433.8,0
2016-01-11 20:00:00,341.2,42.7,294.2391,233.6,420.8,0
2016-01-11 21:00:00,310.2,36.3,274.5613,222.1,396.1,0
2016-01-11 22:00:00,299.0,33.0,263.0391,216.0,394.4,0
2016-01-11 23:00:00,294.0,40.4,260.1613,214.9,377.7,0
2016-01-12 00:00:00,282.6,41.7,264.0002,217.5,377.1,0
2016-01-12 01:00:00,282.6,38.1,260.1613,214.9,366.5,0
2016-01-12 02:00:00,276.4,35.1,260.1613,217.0,358.5,0
2016-01-12 03:00:00,276.2,36.5,266.8808,218.6,361.7,0
2016-01-12 04:00:00,275.8,34.9,311.0391,217.9,361.8,0
2016-01-12 05:00:00,268.0,32.8,336.0003,226.0,368.8,0
2016-01-12 06:00:00,309.6,46.6,351.3614,237.7,383.9,0
2016-01-12 07:00:00,355.6,50.3,373.9197,254.4,419.9,0
2016-01-12 08:00:00,377.8,56.0,407.5198,268.6,445.5,0
2016-01-12 09:00:00,463.8,64.3,420.9614,278.4,470.9,0
2016-01-12 10:00:00,520.6,73.3,425.2809,311.1,516.2,0
2016-01-12 11:00:00,538.8,83.6,439.6809,321.0,542.9,0
2016-01-12 12:00:00,549.0,85.4,437.7615,313.4,552.3,0
2016-01-12 13:00:00,567.8,89.2,428.1615,317.4,554.2,0
2016-01-12 14:00:00,563.0,87.6,439.2004,312.7,557.9,0
2016-01-12 15:00:00,547.6,89.0,410.4003,314.7,553.3,0
2016-01-12 16:00:00,540.2,84.8,392.1614,303.5,537.9,0
2016-01-12 17:00:00,513.8,82.8,377.7614,295.2,524.3,0
2016-01-12 18:00:00,446.4,72.9,333.1197,276.5,483.5,0
2016-01-12 19:00:00,376.8,58.0,317.2808,252.1,451.9,0
2016-01-12 20:00:00,328.0,49.0,298.0808,239.2,436.6,0
2016-01-12 21:00:00,304.0,39.3,271.6808,231.1,409.0,0
2016-01-12 22:00:00,298.6,38.0,267.8391,225.8,398.5,0
2016-01-12 23:00:00,286.8,38.4,268.3197,226.0,383.7,0
2016-01-13 00:00:00,286.4,37.1,267.3613,220.4,376.0,0
2016-01-13 01:00:00,276.0,35.9,265.9197,222.3,372.7,0
2016-01-13 02:00:00,273.2,35.2,270.2391,224.0,370.5,0
2016-01-13 03:00:00,268.6,36.3,271.6808,224.1,376.1,0
2016-01-13 04:00:00,263.2,34.4,316.3197,225.0,371.0,0
2016-01-13 05:00:00,269.4,35.3,339.3614,230.5,375.5,0
2016-01-13 06:00:00,310.6,37.1,345.1197,243.0,386.3,0
2016-01-13 07:00:00,349.0,44.1,373.9197,266.0,421.9,0
2016-01-13 08:00:00,364.8,46.4,404.1614,279.4,450.6,0
2016-01-13 09:00:00,459.8,63.7,427.2003,299.8,469.5,0
2016-01-13 10:00:00,506.8,74.2,430.0809,319.8,508.7,0
2016-01-13 11:00:00,549.8,84.9,437.7615,326.3,540.3,0
2016-01-13 12:00:00,564.6,84.0,440.1615,328.1,542.2,0
2016-01-13 13:00:00,535.4,88.7,434.4003,339.2,542.9,0
2016-01-13 14:00:00,545.4,85.4,442.0809,329.8,536.9,0
2016-01-13 15:00:00,550.6,82.1,419.0392,331.4,537.8,0
2016-01-13 16:00:00,531.6,78.4,402.2392,317.9,527.4,0
2016-01-13 17:00:00,516.2,71.3,381.6003,304.1,508.6,0
2016-01-13 18:00:00,479.6,63.0,339.8392,272.9,482.8,0
2016-01-13 19:00:00,407.0,47.8,322.0808,251.9,466.0,0
2016-01-13 20:00:00,353.2,44.5,303.8391,233.5,437.5,0
2016-01-13 21:00:00,321.2,32.1,285.6002,226.3,415.0,0
2016-01-13 22:00:00,310.8,31.7,280.8002,220.6,408.5,0
2016-01-13 23:00:00,304.4,32.5,274.0808,222.1,392.6,0
2016-01-14 00:00:00,298.8,28.2,270.2391,228.0,368.1,0
2016-01-14 01:00:00,295.8,29.8,274.0808,220.3,380.3,0
2016-01-14 02:00:00,293.0,29.2,273.6002,221.1,379.7,0
2016-01-14 03:00:00,282.6,27.1,274.5613,222.1,376.3,0
2016-01-14 04:00:00,279.0,28.5,315.3614,223.9,374.6,0
2016-01-14 05:00:00,280.0,26.8,341.7614,230.0,377.5,0
2016-01-14 06:00:00,312.6,34.7,366.7197,243.9,391.6,0
2016-01-14 07:00:00,353.6,42.9,378.2392,257.5,429.6,0
2016-01-14 08:00:00,389.0,44.6,405.1198,266.2,447.9,0
2016-01-14 09:00:00,435.2,60.9,422.8809,286.2,469.2,0
2016-01-14 10:00:00,474.6,68.8,430.5615,306.8,502.8,0
2016-01-14 11:00:00,524.8,81.2,433.9198,328.7,534.8,0
2016-01-14 12:00:00,533.6,89.4,430.5615,335.7,545.5,0
2016-01-14 13:00:00,498.6,92.9,431.0392,333.6,543.2,0
2016-01-14 14:00:00,504.6,87.5,432.4809,338.6,544.6,0
2016-01-14 15:00:00,491.8,83.6,419.0392,334.9,550.5,0
2016-01-14 16:00:00,475.6,82.7,398.4003,342.0,538.2,0
2016-01-14 17:00:00,470.2,80.1,377.2809,327.9,520.0,0
2016-01-14 18:00:00,439.8,63.7,342.2392,296.9,474.1,0
2016-01-14 19:00:00,392.2,48.2,313.4391,275.7,436.6,0
2016-01-14 20:00:00,362.2,39.1,317.2808,253.9,411.2,0
2016-01-14 21:00:00,333.8,31.5,276.4808,244.7,392.2,0
2016-01-14 22:00:00,316.2,27.0,272.1613,237.1,380.5,0
2016-01-14 23:00:00,307.0,28.8,273.1197,236.4,367.2,0
2016-01-15 00:00:00,294.4,30.1,269.2808,232.2,362.2,0
2016-01-15 01:00:00,293.4,26.8,274.0808,233.6,358.8,0
2016-01-15 02:00:00,287.0,26.1,276.0002,237.8,353.1,0
2016-01-15 03:00:00,299.0,32.2,273.1197,238.9,354.8,0
2016-01-15 04:00:00,300.6,31.4,312.4808,240.1,358.3,0
2016-01-15 05:00:00,302.0,31.4,340.8003,250.4,358.9,0
2016-01-15 06:00:00,336.6,43.8,351.8392,263.6,385.1,0
2016-01-15 07:00:00,386.8,47.3,385.4392,269.3,414.5,0
2016-01-15 08:00:00,455.0,40.6,409.4392,279.0,431.1,0
2016-01-15 09:00:00,495.4,60.5,416.1614,290.2,455.6,0
2016-01-15 10:00:00,528.4,66.0,432.4809,310.4,518.1,0
2016-01-15 11:00:00,557.8,75.4,422.4003,328.4,574.3,0
2016-01-15 12:00:00,575.6,72.7,422.4003,336.2,568.7,0
2016-01-15 13:00:00,553.8,71.4,428.1615,340.7,562.1,0
2016-01-15 14:00:00,556.6,74.8,431.5198,345.7,563.7,0
2016-01-15 15:00:00,548.6,74.9,409.9198,346.2,556.5,0
2016-01-15 16:00:00,538.8,73.7,388.8003,343.1,558.6,0
2016-01-15 17:00:00,515.2,67.5,369.6003,327.4,518.2,0
2016-01-15 18:00:00,456.6,57.9,334.5614,296.5,466.5,0
2016-01-15 19:00:00,384.0,46.4,313.4391,269.0,432.9,0
2016-01-15 20:00:00,346.6,37.7,298.5613,254.9,403.0,0
2016-01-15 21:00:00,314.6,28.8,288.9613,247.5,384.0,0
2016-01-15 22:00:00,311.0,27.5,282.7197,241.8,374.7,0
2016-01-15 23:00:00,300.4,30.3,279.3613,239.5,360.9,0
2016-01-16 00:00:00,306.2,25.8,280.8002,241.0,344.8,1
2016-01-16 01:00:00,314.0,29.2,277.4391,241.0,352.8,1
2016-01-16 02:00:00,308.8,25.9,279.8391,241.9,348.5,1
2016-01-16 03:00:00,303.2,28.1,279.8391,226.4,355.4,1
2016-01-16 04:00:00,307.0,32.2,278.4002,227.3,353.3,1
2016-01-16 05:00:00,316.4,28.9,285.6002,232.4,358.3,1
2016-01-16 06:00:00,316.4,29.4,286.0808,235.0,362.4,1
2016-01-16 07:00:00,322.0,31.1,288.0002,244.2,362.9,1
2016-01-16 08:00:00,329.6,30.9,294.2391,245.1,375.1,1
2016-01-16 09:00:00,342.2,37.2,294.2391,254.2,372.1,1
2016-01-16 10:00:00,364.8,34.0,294.7197,260.4,388.4,1
2016-01-16 11:00:00,365.4,41.9,295.6808,262.0,383.5,1
2016-01-16 12:00:00,369.2,47.2,291.8391,245.6,389.4,1
2016-01-16 13:00:00,368.4,49.6,292.8002,236.3,389.2,1
2016-01-16 14:00:00,367.0,49.9,291.8391,236.7,392.6,1
2016-01-16 15:00:00,369.6,51.8,289.4391,249.6,392.0,1
2016-01-16 16:00:00,361.8,50.6,290.8808,247.7,388.3,1
2016-01-16 17:00:00,352.6,48.9,291.3613,250.7,391.2,1
2016-01-16 18:00:00,338.2,42.3,274.5613,243.6,390.3,1
2016-01-16 19:00:00,335.4,28.5,278.4002,242.4,386.5,1
2016-01-16 20:00:00,329.0,24.9,279.8391,240.2,373.9,1
2016-01-16 21:00:00,312.8,24.4,277.9197,242.9,356.1,1
2016-01-16 22:00:00,309.8,23.2,278.4002,234.3,343.8,1
2016-01-16 23:00:00,306.4,24.1,277.4391,244.0,342.5,1
2016-01-17 00:00:00,305.0,27.9,277.9197,228.7,337.6,1
